InteractionID,CustomerID,CustomerName,CustomerEmail,CustomerAge,Country,City,Region,DateOpened,DateClosed,IssueType,Priority,Status,AssignedAgent,ResolutionTimeHours,CustomerSatisfaction,Channel,OrderID,OrderAmount,OrderStatus
440937,7272,Joseph Luna,kathleen79@gmail.com,68,Benin,Faulknerhaven,Kentucky,2025-02-23,2024-10-07,Shipping,Critical,Closed,Desiree Schneider,11.18,Very Satisfied,Email,99262,723.16,Delivered
282021,8753,Karina Salas,whitecarolyn@gmail.com,22,Cuba,South James,Pennsylvania,2025-05-18,2025-03-14,Account,Low,Escalated,Elijah Miller,22.89,Very Dissatisfied,Phone,79647,273.15,Cancelled
243337,5171,Adam Tran,hrogers@faulkner.biz,44,Uzbekistan,Davilastad,Tennessee,2024-09-22,2024-10-21,Returns,Low,Closed,John Scott,88.41,Dissatisfied,Web,92606,409.23,Returned
634948,4126,James George,vcarroll@hotmail.com,33,Costa Rica,Hessshire,Connecticut,2025-02-26,2025-05-04,Returns,Critical,Pending,Zoe Whitney,15.39,Very Satisfied,Chatbot,82135,285.57,Cancelled
635008,8800,Shannon Morris,lesterwilliam@james.com,67,American Samoa,Loriside,Texas,2024-10-13,2025-06-02,Account,High,Pending,Eric Guzman,67.66,Very Satisfied,Web,75727,916.6,Cancelled
477163,8289,Lori Jennings,lwilliams@griffin.com,57,Nigeria,East Cynthiaville,Colorado,2024-12-20,2024-10-15,Shipping,Low,Pending,William Vaughan,1.84,Neutral,Web,87808,310.95,Delivered
638692,4147,Julie Pacheco,yowens@gmail.com,64,Brunei Darussalam,Fredberg,New York,2024-10-21,2024-08-25,Technical,High,Open,Rodney Jenkins,51.21,Satisfied,Web,58983,90.51,Cancelled
807243,8689,Richard Jackson,nicholasyoung@gmail.com,26,Micronesia,Lake Robert,Indiana,2024-11-06,2024-12-18,Billing,Critical,Escalated,Sarah Mathis,1.58,Very Dissatisfied,Email,77064,489.12,Pending
687087,6533,Michael Gibson,kennethchapman@brewer.net,68,Kuwait,Lake Alisonfort,Wyoming,2025-06-02,2025-07-02,Account,Low,Open,Desiree Young,29.68,Very Satisfied,Chatbot,77617,506.29,Delivered
290676,6070,Blake Williams,zfrost@barnes.com,63,Central African Republic,North Deborah,New York,2024-08-12,2024-12-27,Shipping,Low,Pending,Dalton Morgan,4.77,Very Dissatisfied,Phone,56587,856.63,Returned
567284,2159,Brent Horton,kochoa@yahoo.com,33,Fiji,North Kathryn,Illinois,2025-01-25,2024-07-16,Billing,Medium,Open,Eric Turner,9.49,Very Dissatisfied,Chatbot,97843,204.48,Delivered
935463,3792,James Fisher,laura39@shaffer-roberts.com,59,Niger,Lake Jesus,Texas,2024-07-29,2025-05-05,Technical,High,Closed,Aaron Rodriguez,31.71,Very Satisfied,In-Person,67885,140.64,Pending
534814,7053,Rose Welch,jefferytaylor@castaneda.net,63,Bangladesh,Alexanderview,Oregon,2024-09-26,2025-02-25,Technical,High,Escalated,Jonathan Ortega,26.6,Very Satisfied,Chatbot,96566,758.18,Returned
870075,8722,Chad Hansen,jeremy94@short.info,26,Ireland,Juanmouth,Iowa,2025-05-20,2024-11-16,Technical,Critical,Closed,Edward Mueller,65.66,Dissatisfied,In-Person,74545,329.49,Pending
650885,4641,Nathaniel Robinson,karen71@lloyd.com,73,Italy,Morganview,Texas,2025-06-05,2025-06-03,Account,Low,Pending,Erica Graham,1.95,Very Satisfied,In-Person,68753,566.94,Cancelled
899943,3098,Heather Ramirez,sandra64@hotmail.com,35,Zimbabwe,East Richardberg,Wyoming,2024-07-22,2024-10-06,Technical,Low,Escalated,Barbara Peterson,2.64,Very Dissatisfied,Chatbot,59674,729.18,Pending
481949,6043,Paul Gordon,hgreen@dickerson.biz,40,Norway,Lake Cherylberg,Mississippi,2025-06-11,2024-11-03,Shipping,High,Escalated,John Moody,14.87,Satisfied,In-Person,82638,288.48,Pending
928110,4396,Sandra Johnson,victoriakeller@gordon.info,74,Western Sahara,Susanview,Nebraska,2024-08-31,2024-09-14,Returns,Critical,Open,Lawrence Bryant,8.37,Very Dissatisfied,Phone,87134,65.37,Delivered
722314,9770,Erin Sanchez,matthewskevin@turner.com,71,Finland,Kellyshire,Kansas,2024-07-27,2025-01-06,Account,Low,Closed,Stephanie Wood,5.79,Very Dissatisfied,In-Person,94997,53.81,Delivered
470972,5901,Dana Ortiz,gvillarreal@yahoo.com,27,Czech Republic,Natalieborough,Ohio,2025-01-22,2024-10-26,Technical,High,Open,David Yates,21.53,Very Satisfied,Web,78108,81.14,Pending
479465,2607,Charles Collins,edward99@moore.com,59,Bouvet Island (Bouvetoya),Wagnerport,Idaho,2025-05-03,2024-07-31,Technical,Critical,Open,Susan Brooks,11.43,Very Dissatisfied,Web,92132,868.26,Returned
567422,1206,Jonathan Burton,gharrington@kelly.com,64,Botswana,Kellyfurt,New Hampshire,2025-05-25,2024-08-31,Technical,Medium,Closed,Lisa Golden,9.57,Neutral,In-Person,59958,663.54,Pending
269014,1475,Dr. Evelyn Richmond MD,donnacollins@jones.com,44,Northern Mariana Islands,Chambersview,West Virginia,2024-08-05,2025-06-05,Technical,Medium,Closed,Lisa Johnson,69.0,Neutral,In-Person,94420,467.1,Returned
890630,4242,Joseph Fleming,alexanderbrooks@hotmail.com,37,Argentina,Kellyfort,Missouri,2025-01-27,2025-06-29,Technical,Medium,Closed,Robert Russell,14.48,Very Satisfied,Email,92953,489.47,Returned
519287,6129,Amanda Russell,fgonzalez@cox.com,50,Djibouti,Erinville,Ohio,2025-05-27,2025-02-02,Shipping,Critical,Closed,Danielle Horton,45.67,Very Dissatisfied,Chatbot,74682,726.33,Pending
849890,1959,James Juarez DDS,charlesmartinez@hotmail.com,61,Niger,West Lee,Pennsylvania,2025-05-15,2024-09-14,Account,Critical,Escalated,Regina Calderon,2.65,Satisfied,Email,54910,762.85,Cancelled
874467,6225,John Horton,turnerjill@gilbert-hunter.com,50,Central African Republic,East Thomastown,Florida,2025-06-17,2025-03-09,Account,Medium,Escalated,Keith Johnson,15.42,Neutral,In-Person,54030,379.2,Returned
583819,9738,Mary Madden,victoria37@gmail.com,44,Antarctica (the territory South of 60 deg S),North Amy,Kansas,2025-02-18,2025-06-26,Account,Medium,Open,Brittany Mcknight,32.3,Neutral,Phone,98276,382.24,Pending
786723,5192,Jennifer Conley,lindsay42@gmail.com,68,Eritrea,North Sheila,Delaware,2025-02-21,2024-11-02,Technical,Critical,Pending,Edward Wright,42.02,Very Dissatisfied,Phone,98972,730.34,Cancelled
656118,6617,Linda Watkins,marywilliams@yahoo.com,26,Timor-Leste,New Mark,Alabama,2025-06-29,2024-09-30,Shipping,Low,Escalated,Elizabeth Webster,4.43,Dissatisfied,In-Person,55069,83.91,Returned
362040,8218,Michelle Ellis,adammiller@hotmail.com,30,Turks and Caicos Islands,Lake Samuelhaven,New Jersey,2025-07-07,2024-12-04,Account,High,Escalated,Ann Duncan,13.72,Dissatisfied,Chatbot,77744,693.54,Cancelled
613816,2179,Jennifer Yang,lisamccarty@gmail.com,28,Nauru,North Alyssa,Nebraska,2024-10-26,2025-07-07,Technical,Critical,Escalated,Edward Scott MD,73.07,Very Dissatisfied,Email,91727,776.81,Delivered
392659,7870,Kendra Hernandez,ysmith@yahoo.com,58,Taiwan,Reyeston,Minnesota,2025-01-19,2024-12-24,Technical,Low,Escalated,Herbert Wells,36.74,Satisfied,In-Person,69274,358.68,Returned
622259,8710,Christy Clark,marywilliamson@hotmail.com,52,Estonia,Michaelstad,Wisconsin,2024-11-10,2024-08-15,Billing,Medium,Escalated,Dawn Harrell,1.35,Dissatisfied,Phone,53640,89.39,Delivered
625169,1299,Jason Morales,melissa71@hotmail.com,27,Papua New Guinea,North Matthewstad,Oklahoma,2024-12-19,2024-09-15,Billing,Critical,Escalated,Whitney Howell,25.54,Dissatisfied,Web,63468,862.11,Delivered
640427,5630,Carolyn Bennett,bwilkins@yahoo.com,72,Heard Island and McDonald Islands,Edwardchester,Massachusetts,2024-10-07,2025-04-04,Account,Critical,Escalated,Terry Smith,20.97,Dissatisfied,Web,79791,215.56,Pending
971916,3160,Allison Gutierrez,stevenlong@williams.com,55,Algeria,Floresport,Oklahoma,2024-07-29,2025-02-15,Shipping,Medium,Pending,Troy Foster,35.59,Neutral,In-Person,85135,287.13,Returned
934893,4477,Randy Evans,robertewing@hickman.com,24,Slovakia (Slovak Republic),Ericmouth,Illinois,2025-06-03,2024-11-04,Billing,Medium,Escalated,Bobby Spencer,7.33,Neutral,Chatbot,68894,835.95,Returned
471116,3466,Brian Clark,robertbaker@parker.com,40,Guinea,Katelynberg,Ohio,2024-10-30,2025-05-04,Account,High,Escalated,Kevin Manning,21.51,Satisfied,Chatbot,75627,400.0,Delivered
793827,3658,Audrey Williams,collinlong@hotmail.com,24,Philippines,West Brett,Michigan,2024-09-04,2025-03-16,Technical,Low,Pending,Luke Hubbard,25.17,Very Dissatisfied,Web,66792,376.88,Delivered
576775,7155,Andrew Simon,travis50@orozco.net,37,Holy See (Vatican City State),Nelsonchester,Connecticut,2024-12-21,2024-10-06,Returns,Low,Escalated,Jo Thomas,0.65,Neutral,In-Person,66302,536.8,Delivered
583406,2062,Kim Cook,xjackson@bush.com,74,Slovenia,East Rhonda,Florida,2025-05-27,2024-11-17,Account,Medium,Closed,Rebecca Bond,27.67,Very Satisfied,In-Person,55849,745.65,Returned
467814,8327,Mike Sanchez,fgonzalez@frazier-arias.com,36,Oman,East Jenniferbury,Pennsylvania,2025-03-10,2025-07-02,Technical,Critical,Escalated,Amanda Flowers,7.73,Very Satisfied,In-Person,57364,408.36,Delivered
695281,5574,Victoria Allen,jonathanwoodard@harrison.info,19,United Arab Emirates,Lake Jason,Mississippi,2024-10-19,2024-11-05,Technical,High,Escalated,Justin Smith,20.48,Dissatisfied,Web,70967,702.64,Delivered
861145,2347,Jessica Ferguson,riveraelizabeth@padilla.biz,22,Nauru,East Ianberg,New Mexico,2024-10-21,2025-02-23,Shipping,Medium,Pending,Brittany Carr,18.91,Very Satisfied,Web,93523,823.93,Pending
684667,9118,Michael Meyer,ortegaeric@wade.com,58,French Guiana,Colleenbury,Rhode Island,2025-06-15,2024-12-14,Account,High,Open,Laurie Oconnor,72.49,Dissatisfied,Web,82381,723.26,Cancelled
858930,8844,Robert Allen,knappharold@pittman.com,35,Brunei Darussalam,Richardberg,Arkansas,2025-06-19,2024-10-18,Shipping,High,Escalated,Maria Castaneda,5.57,Satisfied,Chatbot,65565,706.62,Delivered
578728,4892,John Wheeler,brian12@hotmail.com,24,Ireland,South Brandon,Michigan,2024-11-14,2024-09-29,Billing,Critical,Escalated,Sandra Walker,4.74,Very Dissatisfied,Phone,84452,515.78,Delivered
610246,3478,Barbara Reyes,trujillolori@hopkins.org,55,Vietnam,West Christopherton,New Mexico,2025-03-14,2025-03-14,Technical,Critical,Escalated,Sandra Rocha,21.15,Dissatisfied,Web,99603,702.59,Cancelled
790891,5903,Julie Sanchez,eramirez@glover.com,51,Korea,East Amanda,Alaska,2025-05-30,2025-01-11,Shipping,Critical,Open,Shawn Hunter,100.29,Satisfied,Phone,59351,188.6,Cancelled
332585,4721,Tracey Brewer,hollyflores@wheeler.com,36,Saint Kitts and Nevis,South Bryan,West Virginia,2024-07-22,2025-06-26,Technical,Low,Closed,Thomas Williams,3.42,Satisfied,Email,96412,366.94,Returned
440438,4324,Brittney Mendoza,bpierce@gmail.com,38,Bangladesh,West Danabury,New Hampshire,2025-05-26,2025-01-25,Returns,High,Escalated,Benjamin Prince,0.07,Satisfied,Web,74610,78.17,Delivered
954257,6487,Emily Kim,thoward@jones.info,44,Papua New Guinea,Thompsonchester,Colorado,2024-08-04,2024-11-11,Technical,Medium,Escalated,Joyce Curry,32.06,Satisfied,Chatbot,99442,443.96,Returned
833554,7420,Eric Jensen,terryfelicia@gmail.com,41,United States Virgin Islands,New Steven,Massachusetts,2025-05-21,2024-09-24,Shipping,Low,Closed,Allison Gentry,28.3,Dissatisfied,In-Person,68593,457.36,Returned
975588,9584,Thomas Roberson,mary37@yahoo.com,40,Norfolk Island,East John,New Mexico,2024-10-11,2024-08-26,Returns,Critical,Pending,Jeremy Montgomery,2.66,Satisfied,Web,56349,415.78,Pending
274136,7664,Austin Johnson,edavis@yahoo.com,61,Netherlands Antilles,Port Rileyshire,Colorado,2025-07-15,2024-07-21,Technical,Low,Closed,Lori Macias,41.25,Satisfied,In-Person,54695,641.66,Cancelled
746285,4845,Jessica Wilson,davidcoleman@becker-grant.com,70,Finland,Kendrastad,Georgia,2024-08-18,2025-05-13,Account,Critical,Pending,David Weeks,46.93,Satisfied,Phone,96905,432.71,Cancelled
381162,4490,Richard Harris,vargasmichael@yahoo.com,55,Luxembourg,West Petershire,Nevada,2025-06-23,2025-05-27,Account,High,Escalated,Kaitlyn Morales,59.01,Very Satisfied,Chatbot,64189,274.93,Delivered
910532,2014,Heather Burton,wday@dyer.com,28,Niue,New Stephenport,Missouri,2024-08-11,2024-10-21,Account,Medium,Escalated,Dustin Welch,17.54,Very Dissatisfied,Web,72344,635.77,Cancelled
603071,5284,Matthew Thomas,alexisscott@garcia.org,26,Iran,Wilsonbury,Louisiana,2025-01-25,2025-04-16,Technical,Low,Pending,William Ferguson,11.92,Satisfied,In-Person,51357,771.06,Delivered
424600,5086,Bryan Brown,woodtina@jones-roman.net,44,Madagascar,Port Jessica,New Hampshire,2025-01-07,2025-03-31,Shipping,Medium,Escalated,Cheyenne Williams,34.65,Very Dissatisfied,Chatbot,71977,838.3,Delivered
418029,3266,Wendy Smith,maria18@gmail.com,53,Kyrgyz Republic,Port Robertfurt,South Dakota,2025-06-16,2024-07-17,Billing,Low,Open,Brooke Mason,27.85,Very Satisfied,Email,92348,896.0,Cancelled
938083,7410,Donna Moore,amydavis@hotmail.com,45,Nauru,South Aarontown,Kentucky,2024-08-04,2025-03-05,Account,High,Pending,James Baker,20.02,Neutral,Chatbot,53344,836.09,Returned
840510,8145,Gregory Miller,chenjessica@rodriguez-nichols.com,50,Zimbabwe,South Markmouth,West Virginia,2024-08-15,2025-04-09,Billing,Medium,Open,Shelley Rodriguez,59.88,Satisfied,Email,66464,159.52,Delivered
971437,2956,Jimmy Jackson PhD,lisa23@morgan.com,34,Afghanistan,Christopherton,Kentucky,2024-12-18,2024-09-10,Account,Low,Closed,Shelley Juarez,1.28,Satisfied,Phone,94256,742.19,Returned
628743,8467,Olivia Allen,chloebuckley@hotmail.com,71,San Marino,New Edward,Maryland,2024-11-10,2025-02-15,Technical,High,Pending,Haley Lawson,20.97,Very Dissatisfied,Chatbot,55552,633.26,Cancelled
689497,7419,Melissa Schroeder,hectorfrost@johnson-lane.com,73,Israel,Georgeborough,Indiana,2025-06-26,2024-09-03,Billing,Medium,Closed,Christine Anderson,11.11,Neutral,In-Person,73368,450.25,Cancelled
642897,7471,Travis Bryant,millerxavier@byrd-sampson.com,39,Panama,Russellhaven,Illinois,2025-04-12,2025-07-13,Returns,Medium,Open,Angelica Lewis,2.7,Neutral,Phone,62915,529.54,Delivered
632002,8778,Thomas Torres,zvalencia@gmail.com,61,Qatar,Johnbury,South Carolina,2024-12-11,2025-01-30,Returns,Critical,Pending,Christopher Gonzalez,15.87,Very Satisfied,Chatbot,73960,82.79,Delivered
783057,7224,Christine Jones,joe98@murray.com,47,Pitcairn Islands,New Janethaven,Massachusetts,2024-09-26,2025-07-10,Account,Medium,Closed,Alexander Garrison,41.53,Very Satisfied,Phone,68589,492.27,Pending
745721,5666,Kimberly Craig,williamtaylor@hotmail.com,34,Malta,North Derek,Washington,2025-05-21,2024-12-20,Billing,Low,Pending,Joyce Wilson,0.07,Satisfied,Email,51944,499.36,Pending
716504,4524,Heidi Wolf,fhamilton@hotmail.com,58,British Indian Ocean Territory (Chagos Archipelago),Lake Abigail,Georgia,2024-08-25,2025-05-03,Billing,Critical,Pending,Trevor Peters,9.56,Neutral,Web,98728,944.25,Returned
526424,4942,Brianna Silva,yphillips@yahoo.com,24,Niue,Leefurt,Pennsylvania,2025-01-27,2024-09-01,Technical,Critical,Pending,Trevor Williams,9.63,Dissatisfied,In-Person,73642,349.66,Cancelled
426992,4671,Joshua Moore,jameskathy@fitzpatrick-morales.info,28,Congo,Juliamouth,Rhode Island,2025-05-03,2025-02-22,Billing,Critical,Closed,James Ryan,24.26,Satisfied,In-Person,94631,769.2,Cancelled
866435,1900,Dennis Alvarado,brianwoodward@gibbs-wagner.com,55,South Georgia and the South Sandwich Islands,Youngstad,Arkansas,2025-06-19,2025-05-10,Shipping,High,Open,Anthony Whitehead,115.63,Neutral,Phone,60755,515.48,Delivered
317913,9726,Jason Morales,tpena@hotmail.com,35,Mali,Lake Christopherland,Oregon,2025-06-17,2025-06-29,Account,Critical,Open,Nicole Ramirez,13.25,Very Dissatisfied,Chatbot,82722,214.44,Delivered
612655,9599,Barbara Robertson,theresa26@walter-butler.com,33,Isle of Man,Nathantown,Montana,2024-11-21,2025-05-10,Account,Critical,Closed,Matthew Sims,18.33,Dissatisfied,Phone,87969,288.32,Returned
636757,2482,Jennifer Blanchard,syork@gmail.com,48,Rwanda,North Tonya,Minnesota,2025-04-17,2025-06-05,Shipping,Critical,Pending,Adam Gomez,0.54,Dissatisfied,Email,61675,393.55,Returned
484406,9905,Jon Torres,wendy74@schmidt.info,31,Equatorial Guinea,West Jasmine,Colorado,2025-06-14,2024-11-01,Shipping,Critical,Pending,Derek Roberts,5.88,Very Dissatisfied,Chatbot,60925,671.0,Returned
