InteractionID,CustomerID,CustomerName,CustomerEmail,CustomerAge,Country,City,Region,DateOpened,DateClosed,IssueType,Priority,Status,AssignedAgent,ResolutionTimeHours,CustomerSatisfaction,Channel,OrderID,OrderAmount,OrderStatus
856531,5225,Dustin Cooper,kstephens@gmail.com,65,Japan,South Robert,Kentucky,2024-12-14,2025-04-09,Technical,High,Escalated,Robert Sanchez,52.43,Very Dissatisfied,Email,67015,251.05,Returned
845738,6408,Jessica Leon,gouldstephen@yahoo.com,52,United Kingdom,Roweville,Arkansas,2024-09-27,2025-03-16,Billing,Medium,Closed,Terri Baker,3.55,Very Satisfied,Web,58559,845.11,Pending
625126,9131,Barbara Harris,melissalopez@gmail.com,41,Swaziland,Lindsayside,Wisconsin,2025-01-19,2025-02-07,Shipping,Critical,Pending,Kristin Robertson,80.03,Dissatisfied,Web,94043,391.82,Returned
542611,2817,Audrey Cisneros,timothyreese@hotmail.com,25,Uganda,North Michellefort,Hawaii,2024-08-12,2025-07-01,Billing,High,Escalated,Elizabeth Andrade,1.05,Dissatisfied,In-Person,53279,85.23,Pending
632380,4503,Colleen Mitchell,jherman@gmail.com,44,Panama,Timothyshire,Nebraska,2024-07-20,2025-02-06,Billing,High,Escalated,Jennifer Pham,2.51,Satisfied,In-Person,97133,704.54,Returned
970355,2291,Jay Wright,robert12@johnson.com,43,Rwanda,Chaneyborough,Utah,2025-07-10,2025-03-16,Billing,Critical,Closed,Debra Baldwin,6.06,Dissatisfied,Email,85691,198.0,Pending
802866,1757,David Lee,samantharandolph@norton.com,58,Timor-Leste,East Jason,Alabama,2025-01-14,2024-12-15,Account,High,Closed,Jason Lopez,39.43,Satisfied,Web,86053,808.81,Cancelled
299071,1252,Jesse Sawyer,williammiles@gmail.com,40,Tunisia,South Erika,Kentucky,2025-01-19,2024-08-12,Shipping,Low,Pending,Nicholas Dodson,14.61,Dissatisfied,Email,87206,64.5,Delivered
418104,1085,Lisa Lin,tara60@hotmail.com,27,Belgium,Jensenland,Delaware,2025-01-12,2025-02-10,Technical,Medium,Open,Daniel Jenkins,25.42,Very Satisfied,In-Person,66689,606.34,Returned
397962,8870,Jeffery Sanchez,mooreeric@yahoo.com,21,Botswana,Turnerside,North Carolina,2025-07-11,2024-09-30,Shipping,High,Escalated,Darrell Rivera,4.6,Satisfied,Web,76351,520.74,Cancelled
716122,6235,Sherry Bartlett,steelesteven@reed-harvey.net,57,Singapore,South Erikatown,Iowa,2025-04-20,2024-09-30,Shipping,High,Escalated,Hayden Smith,4.38,Very Satisfied,Chatbot,54075,997.59,Cancelled
623619,7277,Ashley Jones,johnmcbride@meza.com,41,Vietnam,Susanstad,Indiana,2025-02-25,2024-11-17,Account,High,Escalated,Kristina Gordon,17.66,Dissatisfied,In-Person,95527,177.65,Pending
987302,5705,Stacey Patel,crystal70@yahoo.com,54,Greece,South Alexander,Maine,2025-03-24,2025-05-28,Account,High,Closed,Marie May,32.36,Very Satisfied,In-Person,85229,688.93,Delivered
629828,4209,Tara Fischer,anthonyhughes@yahoo.com,45,Congo,Harveyton,New York,2024-12-30,2025-04-01,Technical,Critical,Pending,John Larsen,14.9,Very Satisfied,Email,74057,140.2,Cancelled
512461,7552,Jesus Bell,morganchambers@hotmail.com,55,Lesotho,Lisachester,Idaho,2025-04-15,2024-10-09,Shipping,Medium,Closed,Shannon Crawford,48.89,Neutral,Chatbot,64834,203.68,Delivered
717613,3622,John Smith,dawnibarra@wallace-miller.com,37,Honduras,Michaelburgh,Mississippi,2024-08-22,2025-07-09,Shipping,Low,Escalated,Ms. Janice Bell,25.92,Very Satisfied,In-Person,75776,988.91,Returned
994737,3494,Christopher Knight,derekcox@gmail.com,56,United States of America,West Kariton,South Carolina,2025-02-23,2024-11-04,Account,Low,Escalated,Ashley Berry,6.88,Dissatisfied,Chatbot,89291,816.33,Pending
136202,1499,Michelle Hernandez,smithteresa@meyers-mack.com,26,Hong Kong,East Kellyburgh,Illinois,2024-12-03,2025-04-08,Account,Critical,Pending,Daniel Gutierrez,6.43,Very Dissatisfied,In-Person,79896,282.41,Cancelled
603554,1248,Mark Taylor,dalemitchell@gmail.com,50,Uruguay,East David,North Carolina,2024-12-06,2025-05-27,Shipping,Medium,Closed,Maria Washington,11.24,Neutral,Phone,83412,853.99,Pending
354531,7345,Logan Young,harrissandra@escobar-webster.com,52,China,Starkmouth,Maryland,2025-03-04,2025-05-16,Account,Low,Closed,Denise Guzman,33.91,Very Dissatisfied,Email,51392,83.82,Delivered
879858,3378,Carolyn Chase,utaylor@decker-ryan.com,28,Malawi,Jonesfurt,South Carolina,2024-10-22,2025-06-12,Shipping,Low,Open,Brenda Browning,66.71,Dissatisfied,Email,86433,558.83,Returned
936138,9889,Jeffrey Pierce,james78@moyer.com,41,Palau,Dustinville,Nevada,2024-11-08,2025-01-16,Shipping,Medium,Escalated,Cynthia Smith,47.52,Very Dissatisfied,Web,81619,136.9,Delivered
523926,1935,Sydney Kirk,brownmichael@gmail.com,33,South Africa,West Cynthia,California,2024-11-01,2024-11-03,Shipping,High,Pending,Angel Pratt,7.28,Very Dissatisfied,Chatbot,95924,972.36,Returned
534439,7217,Andrea Lopez,nicholas56@grimes.info,65,El Salvador,Baileybury,Indiana,2025-06-04,2025-07-05,Technical,Medium,Closed,Connie Odom,12.76,Satisfied,Chatbot,86060,603.95,Pending
797034,5164,Victoria Barber,carolynbriggs@gmail.com,41,Honduras,East Gregory,Michigan,2025-01-08,2025-02-04,Shipping,Critical,Closed,Mary Williamson,22.69,Very Satisfied,Web,59718,577.95,Delivered
281411,3129,Henry Rivers,wrodriguez@gmail.com,43,Myanmar,Joefort,Kansas,2025-02-21,2024-11-09,Returns,High,Pending,Justin Garza,19.0,Neutral,Email,84608,352.07,Cancelled
484957,2302,Sheila Hodge,bridgetgraham@hotmail.com,25,Heard Island and McDonald Islands,Port Frank,Oklahoma,2024-08-26,2024-12-30,Billing,Low,Open,Melissa Perry,11.83,Very Satisfied,Chatbot,89731,857.41,Cancelled
675457,8583,Lori Wade,johnsonholly@duncan-ryan.com,69,Venezuela,Lake Brittany,Texas,2025-04-29,2025-07-15,Technical,Critical,Escalated,John Butler,2.57,Dissatisfied,Email,90564,553.65,Delivered
837191,5970,Bryan Fry,robert97@hudson-arnold.net,46,Taiwan,Carrieport,Louisiana,2025-05-30,2024-12-29,Billing,Low,Closed,Janet Smith,29.9,Dissatisfied,Chatbot,63390,66.24,Delivered
913524,1236,Devin Austin,whitejeffrey@hotmail.com,28,Czech Republic,North Victoria,Nebraska,2024-10-28,2024-11-05,Returns,Critical,Open,Yolanda Edwards,2.21,Dissatisfied,In-Person,67640,225.65,Delivered
807249,1581,Christine Wright,jessica31@hotmail.com,64,Cayman Islands,Kellybury,South Dakota,2024-08-22,2024-11-15,Returns,Critical,Escalated,Regina Hernandez,48.25,Dissatisfied,In-Person,84203,461.79,Returned
874075,9797,Erin Powell,william04@yahoo.com,50,Jersey,Lake Ashleyberg,Hawaii,2025-01-23,2025-04-19,Technical,Medium,Pending,Tina Travis,47.79,Very Satisfied,Chatbot,89212,125.98,Returned
492904,1996,Anthony Mcmahon,melanienunez@hotmail.com,42,Brazil,Lake Kathyport,Pennsylvania,2024-07-17,2025-05-18,Returns,Low,Closed,William Jones,29.58,Very Dissatisfied,In-Person,52016,316.62,Returned
190667,9600,Adriana Davis,armstrongalexandra@jones-morrison.org,41,Solomon Islands,Joshuafort,Louisiana,2024-11-15,2025-03-17,Shipping,High,Closed,Mark George,15.99,Dissatisfied,In-Person,58535,287.88,Pending
560284,3112,Jacob Zamora,erinhamilton@horne.org,73,Bouvet Island (Bouvetoya),Matthewmouth,Kansas,2025-01-21,2025-01-14,Account,High,Open,Kimberly Moore,28.83,Very Satisfied,Email,52286,50.58,Pending
796000,1701,Darren Collins,nicoleduran@gmail.com,19,Jamaica,North Heatherport,Maryland,2025-04-09,2025-01-10,Shipping,High,Pending,Susan Lewis,12.06,Neutral,Email,62604,708.24,Cancelled
633123,5482,Stephanie Ryan,hughesmichael@lopez-combs.com,67,Hong Kong,South Darleneberg,Wyoming,2025-04-24,2025-04-10,Account,Medium,Escalated,Brian Morrison,38.33,Satisfied,In-Person,69821,785.2,Cancelled
213174,2924,Kimberly Reynolds,sanchezrebecca@gmail.com,31,Hungary,Jennachester,Michigan,2025-03-13,2025-03-16,Billing,Medium,Open,Stephanie Henson,37.05,Neutral,Web,98885,829.33,Cancelled
916256,8086,Lauren Wells,angela92@yahoo.com,21,Bangladesh,Leonardville,Missouri,2024-10-22,2025-03-04,Shipping,High,Escalated,Justin Schroeder,4.06,Very Dissatisfied,Web,79047,859.05,Cancelled
271650,2491,Heather Hamilton,tracy07@forbes.com,18,Moldova,Garcialand,Colorado,2025-01-23,2025-06-01,Account,Critical,Escalated,Susan Small,9.18,Neutral,Phone,90388,193.95,Cancelled
646243,4114,Daniel Hines,gsmith@yahoo.com,74,India,Hayesbury,Montana,2025-01-09,2025-04-20,Returns,Medium,Closed,Mark Gonzalez,10.12,Neutral,Email,90181,895.53,Returned
980753,1452,Daniel Martin,zcrawford@williams-brown.org,31,Cape Verde,Karaview,North Carolina,2024-09-29,2024-12-27,Billing,High,Escalated,John Hoffman,10.87,Very Dissatisfied,Web,96382,675.3,Returned
512357,9186,Anthony Ward,hannahrivera@gmail.com,24,Malta,West Margaret,Pennsylvania,2025-03-25,2024-12-10,Technical,Critical,Pending,Victoria Bryant,20.07,Neutral,Email,66568,711.33,Returned
488521,3135,Megan Dillon,xedwards@gmail.com,70,Christmas Island,Thomasport,West Virginia,2025-05-05,2025-01-09,Account,High,Closed,Kayla Stewart,1.02,Very Satisfied,Chatbot,90807,585.87,Returned
613480,5575,Mathew Gonzalez,susan16@gmail.com,39,Bahrain,Martinport,Rhode Island,2024-08-29,2025-04-25,Returns,Low,Escalated,Elaine Sanders,25.89,Very Satisfied,Chatbot,83353,942.7,Cancelled
868360,4144,Kenneth Massey,brandonparker@williams-anderson.com,24,Puerto Rico,Jamesburgh,Florida,2024-12-18,2025-06-02,Technical,Critical,Open,Steven Wilson,5.4,Neutral,Phone,96550,289.25,Returned
131011,8332,Victoria Smith,karenwallace@yahoo.com,20,Saint Pierre and Miquelon,North Phillip,Rhode Island,2024-08-20,2025-05-14,Returns,Critical,Closed,Annette Brock,12.93,Very Satisfied,In-Person,67660,797.54,Returned
592117,7384,John Johnson,larrywatkins@yahoo.com,30,Kiribati,South Barbarafurt,Minnesota,2024-10-24,2024-10-02,Account,Medium,Pending,Maureen Lynch,14.39,Neutral,In-Person,53457,520.5,Delivered
145599,6403,Jacob Hansen,jessicasims@burgess.com,45,Bahrain,Laurastad,Maine,2024-11-26,2024-09-27,Technical,Critical,Pending,Jerry Moran,10.29,Very Satisfied,Web,77525,896.36,Pending
423516,5390,Barry Flores,villanuevacarrie@parsons.biz,39,Saint Vincent and the Grenadines,East Amy,Delaware,2025-03-01,2024-09-25,Returns,Medium,Escalated,Andrew Stevens,11.6,Satisfied,Web,74585,312.39,Pending
837549,5257,Latoya Shea,dhansen@hotmail.com,29,Congo,Watsonside,Iowa,2025-03-23,2025-06-13,Shipping,Critical,Open,Derrick Perry,4.77,Very Satisfied,In-Person,78931,64.48,Returned
989508,4982,Stefanie Berry,daniel43@young.com,25,Chile,Ewingview,Montana,2025-06-15,2024-10-06,Shipping,Medium,Pending,David Stevens,1.69,Very Dissatisfied,In-Person,69558,111.65,Delivered
744675,5021,Mr. Benjamin Brown,kschultz@gmail.com,31,Hong Kong,Guzmanside,Michigan,2024-09-08,2025-05-21,Technical,Low,Pending,Danielle White,19.23,Satisfied,Phone,91455,904.65,Returned
